=== 表1_费用汇总 ===
项目,费用,比例,环比
总邮费(Total),-15415.720000000001,100.00%,-3.04%
超支邮费(Over),86.77,-0.56%,0.00%
罚款邮费(Fine),-258.42999999999995,1.68%,-27.64%


=== 表2_单数汇总 ===
项目,单数,比例,环比
总订单数,1871,100%,3.26%


=== 表3_Combo详情 ===
Combo,原始邮费,超支邮费,邮费罚款,包邮退货邮费,原始单数,超支单数,罚款单数,包邮退货单数,罚款比例,罚款单数比例,总订单数
8650-8170E51.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-38.4,-38.4,0.0,0.0,0.0
NE1C2E45K.128+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,1,-39.2,-39.2,0.0,0.0,0.0
BU1B9B28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,5,-40.54,-8.108,-2.19,0.0,0.0
NU1C8E51C.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,5,-40.69,-8.138,0.0,0.0,0.0
BE2B4E55K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,5,-41.68,-8.336,0.0,0.0,0.0
NU1P1K22K.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,5,-42.05,-8.41,0.0,0.0,0.0
NU1P1B22Z.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,5,-42.17,-8.434,0.0,0.0,0.0
5120SH726T10.2+BU1B4D40K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,5,-43.04,-8.608,0.0,0.0,0.0
NU1C1H46C.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,5,-43.35,-8.67,0.0,0.0,0.0
5130SH715T20.2+BE2B4E50K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,7,-44.9,-6.41429,0.0,0.0,0.0
NU1C1B36C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,5,-45.57,-9.114,0.0,0.0,0.0
5120SH741T20.4+BU1B4D50K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,5,-45.8,-9.16,0.0,0.0,0.0
NE1C3B40K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,6,-46.08,-7.68,0.0,0.0,0.0
5500/5550-5450B32.4+NU1P1K22K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,4,-46.12,-11.53,-5.74,0.0,0.0
NU1C1H36K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,5,-46.64,-9.328,0.0,0.0,0.0
BE2B4E65K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,6,-47.28,-7.88,0.0,0.0,0.0
BU1B4E28K.16+BU1B9E28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,7,-49.55,-7.07857,0.0,0.0,0.0
5112SH666T20.4+BE2B4E50K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,8,-49.87,-6.23375,0.0,0.0,0.0
5130SH715T25.4+BE2B4E55K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,6,-50.11,-8.35167,0.0,0.0,0.0
5112SH666T12.4+BE2B4E40K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,7,-50.15,-7.16429,0.0,0.0,0.0
NE3C3B37C.16+NE3C9B37C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,7,-51.5,-7.35714,0.0,0.0,0.0
NU1C1E46C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,7,-52.2,-7.45714,0.0,0.0,0.0
NE3C3B37K.20+NE3C9B37K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,6,-52.36,-8.72667,0.0,0.0,0.0
5112SH666T12.2+BE2B4E40K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,6,-52.45,-8.74167,0.0,0.0,0.0
8180-8650E51.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,3,-54.08,-18.02667,0.0,0.0,0.0
NU1C1H36C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,6,-54.77,-9.12833,0.0,0.0,0.0
NE3C3B37C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,6,-55.65,-9.275,0.0,0.0,0.0
NU1P1B22Z.16+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,5,-56.31,-11.262,-10.52,0.0,0.0
NU1C9H36C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,7,-56.46,-8.06571,0.0,0.0,0.0
5120SH741T15.2+BU1B4D45K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,6,-56.57,-9.42833,0.0,0.0,0.0
NE3C9A37C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,9,-58.39,-6.48778,0.0,0.0,0.0
NU1C1E46K.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,6,-59.13,-9.855,0.0,0.0,0.0
NE3C9E48K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,7,-60.14,-8.59143,0.0,0.0,0.0
NE3C9B37C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,9,-61.08,-6.78667,-1.11,0.0,0.0
NE3C2E48C.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,7,-61.99,-8.85571,0.0,0.0,0.0
S2B15E45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,8,-62.1,-7.7625,0.0,0.0,0.0
5112SH666T20.4+BU1B4D50K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,5,-62.11,-12.422,0.0,0.0,0.0
NU1C1B36C.16+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,7,-62.87,-8.98143,0.0,0.0,0.0
NU1C1H46K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,7,-63.39,-9.05571,0.0,0.0,0.0
BE2B9E28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,9,-63.56,-7.06222,-1.08,0.0,0.0
NU1P1E22Z.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,11,-64.16,-5.83273,0.0,0.0,0.0
5112H666E32.4+BU1B4E28K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,8,-65.08,-8.135,0.0,0.0,-3.25
5120H669E20.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,9,-67.09,-7.45444,-2.46,0.0,-3.29
NU1C1E46K.20+NU1C9E46K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,10,-67.4,-6.74,0.0,0.0,-4.29
NE1C9E40C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,10,-67.79,-6.779,0.0,0.0,0.0
NE1C9E40K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,8,-67.96,-8.495,-2.93,0.0,0.0
BU1B4E28K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,9,-68.54,-7.61556,0.0,0.0,0.0
NE1C3E45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,10,-69.01,-6.901,0.0,0.0,0.0
NU1P1J22K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,8,-72.07,-9.00875,-4.68,0.0,0.0
NU1C1B36K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,8,-73.92,-9.24,0.0,0.0,0.0
NE3C3B48C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,8,-74.02,-9.2525,0.0,0.0,0.0
5120H641E20.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,9,-74.51,-8.27889,0.0,0.0,0.0
NE1C2E40C.16+NE1C9E40C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,9,-77.68,-8.63111,0.0,0.0,0.0
NE1C2E40C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,9,-79.15,-8.79444,0.0,0.0,0.0
NE3C2E48C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,11,-83.68,-7.60727,0.0,0.0,0.0
NE3C3B37K.16+NE3C9B37K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,9,-85.15,-9.46111,0.0,0.0,-3.25
6550H106B38.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,10,-85.23,-8.523,0.0,0.0,0.0
BU1B9E28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,11,-86.86,-7.89636,-2.69,0.0,0.0
NU1C1B36C.16+NU1C9B36C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,12,-86.96,-7.24667,0.0,0.0,0.0
NU1C1E46K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,10,-87.4,-8.74,0.0,0.0,0.0
S2D15E45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,11,-96.85,-8.80455,0.0,0.0,0.0
NU1C1A36C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,12,-98.09,-8.17417,0.0,0.0,0.0
NE3C2E48K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,12,-100.11,-8.3425,0.0,0.0,0.0
NU1C1E46K.16+NU1C9E46K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,12,-100.18,-8.34833,0.0,0.0,-3.22
NU1P1E22Z.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,11,-101.93,-9.26636,-9.69,0.0,0.0
NE1C2E40K.20+NE1C9E40K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,13,-109.78,-8.44462,0.0,0.0,0.0
NE1C3B40C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,13,-110.16,-8.47385,0.0,0.0,0.0
5112SH666T15.2+BE2B4E45K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,11,-112.97,-10.27,-9.6,0.0,-8.83
NU1P1E22Z.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,14,-113.96,-8.14,-7.6,0.0,0.0
NE1C2E45K.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,13,-115.89,-8.91462,0.0,0.0,0.0
NE1C2E45C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,14,-117.89,-8.42071,-4.59,0.0,0.0
NE1C2E45C.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,11,-118.95,-10.81364,-5.92,0.0,0.0
NE3C3B37K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,14,-125.49,-8.96357,0.0,0.0,0.0
NU1C1J36C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,18,-127.54,-7.08556,0.0,0.0,0.0
NE3C9B37K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,19,-135.32,-7.12211,0.0,0.0,-3.5
NE1C3E45K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,14,-137.23,-9.80214,0.0,0.0,0.0
NU1C1H46C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,16,-137.66,-8.60375,0.0,0.0,0.0
S2E15E45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,19,-148.88,-7.83579,0.0,0.0,-3.65
NE3C2E48K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,21,-157.71,-7.51,0.0,0.0,-4.29
NU1C9B36K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,23,-165.45,-7.19348,-1.08,0.0,0.0
BE2B4E28K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,20,-178.65,-8.9325,0.0,0.0,-4.41
NU1C1A36K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,21,-178.81,-8.51476,0.0,0.0,-4.07
NU1C1B36K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,22,-180.23,-8.19227,0.0,0.0,0.0
NE1C2E40K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,23,-187.17,-8.13783,0.0,0.0,-2.75
NU1C1E46K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,24,-187.76,-7.82333,0.0,0.0,0.0
NE3C3B37K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,27,-206.86,-7.66148,0.0,0.0,0.0
NU1C9E46K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,29,-207.18,-7.14414,-6.56,0.0,0.0
NU1C8E51K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,26,-222.27,-8.54885,0.0,0.0,0.0
NU1C8E51K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,28,-227.7,-8.13214,0.0,0.0,0.0
NU1C8E51K.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,24,-231.21,-9.63375,-1.42,0.0,-4.41
NE1C2E40K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,27,-238.27,-8.82481,0.0,0.0,0.0
NU1P1B22Z.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,26,-241.63,-9.29346,-20.82,0.0,0.0
NU1P1H22Z.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,30,-243.61,-8.12033,-18.26,0.0,0.0
NE1C2E45K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,23,-252.69,-10.98652,-27.39,0.0,-3.29
NE1C2E40C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,30,-261.05,-8.70167,0.0,0.0,-3.0
NE1C2E40K.16+NE1C9E40K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,34,-265.25,-7.80147,0.0,0.0,-4.29
NU1C1B36K.16+NU1C9B36K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,39,-309.61,-7.93872,0.0,0.0,0.0
NU1C1H36C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,46,-385.51,-8.38065,0.0,0.0,0.0
NU1C9B36C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,67,-469.05,-7.00075,-3.24,0.0,-3.5
NU1C9E46C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,65,-517.75,-7.96538,-8.91,0.0,0.0
NU1C1B36C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,85,-687.0,-8.08235,-6.56,0.0,0.0
NE3C3B37C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[OK] 正常,暂无,73,-733.12,-10.04274,-76.16,0.0,0.0



物流效益诊断说明 (eBay汽配版):
=================================================================================
1. [异常管控]:
   - [PENALTY] 罚款黑洞: 罚款超过基础运费的15%，检查尺寸测量SOP。
   - [OVERPAY] 重量超支: 存在>$20的补缴记录，需校准电子秤。
   - [RETURN-SHIP] 退货运费高: 退货产生的面单费用占总运费25%以上。

2. [类型标签] (汽配大件调整):
   - [SMALL] 小件: 单均运费<$15。
   - [NORMAL] 正常: 单均运费$15-$80。
   - [HEAVY] 大件物流: 单均运费>$80，需重点关注物流渠道折扣。
=================================================================================
